x,y,z
-0.05221112968065155,0.11052066980060804,0.0
-0.05232159408069289,0.10982944382896642,0.0
-0.04900185775493491,0.11027991291979865,0.0
-0.045708649584402065,0.11025538650408895,0.0
-0.023943220890432833,0.11266463490138423,0.0
0.008072486940189857,0.11207875041322368,0.0
0.07623465995143766,0.11299882718578125,0.0
0.12787797594790828,0.11433046444311831,0.0
0.1790096184551114,0.1157980986281173,0.0
0.22847271567982885,0.11556299445342899,0.0
0.2701288693375602,0.11764753657032026,0.0
0.2875918664978983,0.11482980233715542,0.0
0.32760273709495125,0.11480898447054785,0.0
0.36761384037973266,0.11466170472293565,0.0
0.417584131547006,0.11444197664692449,0.0
0.4575773471799976,0.11428560788773913,0.0
0.48761404950413745,0.1141558906099785,0.0
0.5375987595931606,0.11388589996494138,0.0
0.5775971890889351,0.11369225154289066,0.0
0.6176118358798658,0.11350518463581553,0.0
0.657586826816179,0.11324034602235117,0.0
0.6975910674924951,0.11293213721000149,0.0
0.7375943725610351,0.11261007498965665,0.0
0.7775990999391639,0.1123621177529876,0.0
0.7876045568850131,0.11230187578104059,0.0
0.8076145880995326,0.11213493048977634,0.0
0.8476142693916215,0.11167419491230567,0.0
0.8876148248883519,0.11120700534219884,0.0
0.9275580984069558,0.11077895698291425,0.0
0.967544311879949,0.10997513862830707,0.0
1.007348245849114,0.10594349508792852,0.0
1.0568066840127057,0.09857866326279709,0.0
1.10620612196003,0.09090178162043638,0.0
1.1558028242960545,0.0845554614908075,0.0
1.19553568226837,0.08032584561667576,0.0
1.2253871580547502,0.07721153415974118,0.0
1.2751246551098587,0.07204697952105912,0.0
1.2751246551098587,0.07204697952105912,0.0
1.3149307603863882,0.06780107338388688,0.0
1.3547079785444693,0.06357095940771428,0.0
1.3944848506071075,0.05931845914183179,0.0
1.4442345830238255,0.05455948473360109,0.0
1.4841781048020108,0.05177293011740119,0.0
1.5340131492619697,0.04840896738943868,0.0
1.5839030210771814,0.045087465804497275,0.0
1.6337772045020251,0.041706555095157576,0.0
1.683699629933317,0.03824334027081869,0.0
1.7335526216723236,0.03485953124206304,0.0
1.7834919016389994,0.031555854713764674,0.0
1.8233703649000552,0.028881330177995622,0.0
1.873247863271378,0.02538010866202444,0.0
1.9231013481672212,0.021900420425576807,0.0
1.9730852939989334,0.019395564942461117,0.0
2.0230709562654,0.01779176409006616,0.0
2.0629831335698237,0.016470616653081888,0.0
2.1029304772800814,0.015110243523839524,0.0
2.1529041911092297,0.013462455504597163,0.0
2.20287399418448,0.011751958617124436,0.0
2.2529122746517096,0.009949203321306256,0.0
2.292981342994115,0.00845537081284394,0.0
2.7208340516572465,0.2795352623592089,0.0
2.7718539504234343,0.28523324871812167,0.0
2.8466902957779676,0.2879999702663043,0.0
2.904789526843661,0.28798768302058947,0.0
2.9380234875773414,0.28888754134971173,0.0
3.0087209233955896,0.29191291313173984,0.0
3.078041670284087,0.29514421448700146,0.0
3.1298800421669495,0.2979027732613798,0.0
3.174854846715306,0.30028843856369447,0.0
3.244708105553672,0.3018321893143754,0.0
3.286361857291899,0.3029592027009188,0.0
3.34643018758434,0.3005210895885345,0.0
3.386448062099239,0.3005536300699898,0.0
3.4263769763432235,0.3006003199093583,0.0
3.4664160327662126,0.30070482411807004,0.0
3.5063628882694204,0.30198321821323404,0.0
3.546311301702193,0.303597390029567,0.0
3.586344700658878,0.30525870384066894,0.0
3.6262612677204342,0.3068860334948148,0.0
3.6662214537193543,0.30848296320403945,0.0
3.696234372338918,0.309684472932861,0.0
3.7461615800863926,0.3118243915965994,0.0
3.796082826875045,0.3139332794168817,0.0
3.846108652481448,0.31599408516881405,0.0
3.886005660312893,0.3175848815496444,0.0
3.935903225227926,0.3196251314928353,0.0
3.985871449235627,0.32160961928754056,0.0
4.035902663476511,0.3235139960272819,0.0
4.0858111066286735,0.32535513576134306,0.0
4.125770609594879,0.32689758574672245,0.0
4.17567312897307,0.3287898421410604,0.0
4.225649962800563,0.33066469410804095,0.0
4.265648041448782,0.33212033623977083,0.0
